movie_id,user_id,rate
tt0758745,ur11147318,10.0
tt0318871,ur27083426,8.0
tt0318871,ur4107851,6.0
tt0318871,ur65288442,10.0
tt5712554,ur38086805,10.0
tt1628033,ur31131767,7.0
tt6025022,ur55149153,9.0
tt2303687,ur46025114,10.0
tt4786824,ur140316986,5.0
tt0111958,ur28202857,5.0
tt0988824,ur84639983,10.0
tt0988824,ur2735813,1.0
tt0988824,ur27083426,10.0
tt10332508,ur24712037,4.0
tt10332508,ur141743812,7.0
tt10332508,ur3913901,10.0
tt0994314,ur60574239,4.0
tt0994314,ur23948867,10.0
tt10332508,ur46581731,10.0
tt0088484,ur33882717,9.0
tt0088484,ur2735813,7.0
tt3322312,ur94203277,9.0
tt3322312,ur53164859,8.0
tt0096639,ur46025114,10.0
tt0096639,ur8012707,9.0
tt1486217,ur92357361,10.0
tt5290382,ur0521769,10.0
tt5290382,ur89258865,10.0
tt2049116,ur11147318,10.0
tt2049116,ur24712037,5.0
tt0096657,ur130956443,10.0
tt0096657,ur24712037,7.0
tt0080306,ur22535652,9.0
tt0080306,ur46025114,10.0
tt0080306,ur82086457,10.0
tt0080306,ur43282851,10.0
tt0080306,ur24712037,1.0
tt7562112,ur54098361,6.0
tt5189670,ur84609972,10.0
tt1870479,ur30021516,10.0
tt10850932,ur27083426,9.0
tt6763664,ur28202857,10.0
tt10048342,ur28202857,9.0
tt10048342,ur0386757,6.0
tt10048342,ur86930230,10.0
tt0863046,ur89337521,10.0
tt0088509,ur32699098,6.0
tt8289930,ur53164859,10.0
tt9544034,ur124170222,5.0
tt9544034,ur126058154,7.0
tt9544034,ur60574239,10.0
tt9544034,ur46581731,9.0
tt9544034,ur49239971,9.0
tt9544034,ur27083426,4.0
tt0129690,ur46025114,10.0
tt0129690,ur41000769,10.0
tt10802170,ur51468958,8.0
tt0290978,ur60105678,10.0
tt0290978,ur43608074,10.0
tt4647692,ur23048088,9.0
tt0278238,ur1210680,8.0
tt1586680,ur24712037,7.0
tt1124373,ur0337549,1.0
tt20869502,ur23801138,9.0
tt0118273,ur2735813,2.0
tt0417349,ur11719161,9.0
tt4093826,ur85990927,7.0
tt4093826,ur30030184,1.0
tt0421357,ur31131767,8.0
tt2575988,ur86703781,1.0
tt0149460,ur60574239,10.0
tt0203082,ur45103731,10.0
tt0203082,ur64596782,1.0
tt0203082,ur61029895,9.0
tt3428912,ur156820301,8.0
tt4269716,ur53164859,9.0
tt1710308,ur151684311,10.0
tt1710308,ur55149153,9.0
tt1439629,ur54798055,8.0
tt12343534,ur30030184,9.0
tt12343534,ur27083426,10.0
tt12343534,ur127300976,9.0
tt12343534,ur28202857,9.0
tt7120662,ur15777810,10.0
tt0995832,ur19675614,10.0
tt2401256,ur19579510,10.0
tt3920596,ur18902470,10.0
tt1299368,ur66308547,9.0
tt1299368,ur22707322,5.0
tt0262150,ur43608074,9.0
tt0068646,ur123760314,10.0
tt0068646,ur61595112,4.0
tt0468569,ur0401412,10.0
tt0050083,ur11719161,5.0
tt0050083,ur111226317,10.0
tt0108052,ur69294008,9.0
tt0108052,ur18374320,10.0
tt0120737,ur96947242,10.0
tt0060196,ur130885124,10.0
tt0109830,ur1700642,10.0
tt0109830,ur30030184,10.0
tt0137523,ur25653410,10.0
tt1375666,ur0337549,1.0
tt0080684,ur1294190,5.0
tt0073486,ur58133658,6.0
tt0073486,ur0763923,7.0
tt0073486,ur57867801,10.0
tt0047478,ur56998392,10.0
tt2582802,ur1192901,10.0
tt2582802,ur4238363,10.0
tt2582802,ur56998392,10.0
tt2582802,ur2008054,10.0
tt2582802,ur15777810,10.0
tt2582802,ur62701554,10.0
tt2582802,ur25744407,10.0
tt2582802,ur80918438,9.0
tt2582802,ur0763923,7.0
tt2582802,ur1204391,3.0
tt2582802,ur1294190,8.0
tt2582802,ur27430476,10.0
tt0034583,ur28202857,6.0
tt0034583,ur89008813,5.0
tt1675434,ur73877443,8.0
tt0034583,ur0337549,4.0
tt0034583,ur0386757,4.0
tt0034583,ur27083426,10.0
tt0078788,ur47735564,6.0
tt0405094,ur67360884,10.0
tt0082971,ur3322981,10.0
tt0082971,ur29218738,3.0
tt0405094,ur0536081,7.0
tt0405094,ur26458218,8.0
tt0405094,ur5035536,8.0
tt0081505,ur0161057,10.0
tt0405094,ur1192901,10.0
tt0081505,ur5123267,2.0
tt0051201,ur0763923,8.0
tt0081505,ur58263337,5.0
tt4154756,ur16438374,9.0
tt4154756,ur0144641,2.0
tt0032553,ur5035536,9.0
tt4154756,ur87901438,10.0
tt0090605,ur8943065,10.0
tt0405094,ur80918438,10.0
tt0081505,ur57867801,10.0
tt4154756,ur29218738,2.0
tt4154756,ur134811055,8.0
tt0112573,ur46025114,9.0
tt0057012,ur55782634,9.0
tt4154796,ur67360884,8.0
tt0082096,ur1192901,9.0
tt0087843,ur27430476,5.0
tt0045152,ur156820301,9.0
tt1187043,ur133112507,10.0
tt1187043,ur80918438,9.0
tt1187043,ur50520421,10.0
tt0045152,ur56998392,1.0
tt0045152,ur104436023,7.0
tt8267604,ur29218738,2.0
tt0045152,ur0763923,10.0
tt0045152,ur30030184,1.0
tt1187043,ur2735813,1.0
tt1187043,ur0386757,9.0
tt1187043,ur55782634,10.0
tt0045152,ur5035536,6.0
tt0086190,ur15777810,10.0
tt0045152,ur67360884,9.0
tt0086190,ur0521769,10.0
tt0056172,ur0763923,10.0
tt0044741,ur59565842,8.0
tt0022100,ur56998392,10.0
tt0044741,ur28202857,6.0
tt0052357,ur1192901,10.0
tt0211915,ur5035536,6.0
tt0036775,ur22231518,6.0
tt0036775,ur0281280,10.0
tt0036775,ur0337549,1.0
tt0093058,ur58133658,10.0
tt0056592,ur55782634,10.0
tt0093058,ur29939274,10.0
tt0070735,ur16438374,9.0
tt0086250,ur43608074,1.0
tt0070735,ur103467465,10.0
tt1832382,ur65170516,8.0
tt0017136,ur16438374,10.0
tt0070735,ur77751130,9.0
tt8579674,ur24619724,9.0
tt1745960,ur67360884,9.0
tt0363163,ur27430476,8.0
tt0059578,ur57867801,10.0
tt0372784,ur29218738,6.0
tt0372784,ur67360884,10.0
tt0372784,ur11260345,10.0
tt0089881,ur4728118,8.0
tt0089881,ur9129704,10.0
tt0089881,ur28202857,7.0
tt0112641,ur0763923,8.0
tt0112641,ur112345454,9.0
tt0055031,ur11260345,9.0
tt0055031,ur51472121,10.0
tt0112641,ur55782634,10.0
tt0120382,ur0536081,7.0
tt0112641,ur11260345,8.0
tt0120382,ur5035536,8.0
tt0120382,ur43608074,10.0
tt0071853,ur129446879,8.0
tt10872600,ur16438374,8.0
tt10872600,ur18374320,10.0
tt0071315,ur0521769,10.0
tt0071315,ur0337549,1.0
tt0120735,ur1192901,10.0
tt0031381,ur4610576,10.0
tt0031381,ur80918438,9.0
tt0117951,ur51518677,10.0
tt0117951,ur46581731,10.0
tt0120735,ur99064099,10.0
tt0117951,ur133594342,10.0
tt0117951,ur56998392,10.0
tt1392214,ur89258865,10.0
tt0264464,ur3322981,10.0
tt0118849,ur55782634,8.0
tt0118849,ur65170516,7.0
tt0083658,ur0763923,9.0
tt0015864,ur1125555,8.0
tt2024544,ur27083426,9.0
tt2024544,ur69294008,9.0
tt0015864,ur87974234,9.0
tt0050986,ur27083426,10.0
tt2267998,ur1885264,1.0
tt0072684,ur25653410,10.0
tt10366206,ur20697039,1.0
tt10366206,ur51472121,10.0
tt0077416,ur127643818,9.0
tt0077416,ur29218738,9.0
tt0046268,ur67360884,8.0
tt0077416,ur87974234,9.0
tt2119532,ur55021416,9.0
tt2119532,ur22926054,10.0
tt0031679,ur67360884,7.0
tt0353969,ur46581731,10.0
tt0097165,ur13215591,5.0
tt0046438,ur27911737,9.0
tt0019254,ur27083426,5.0
tt0395169,ur29218738,1.0
tt0019254,ur0763923,10.0
tt0019254,ur16438374,9.0
tt3315342,ur29218738,8.0
tt0088247,ur4610576,10.0
tt0091763,ur69294008,7.0
tt0088247,ur111226317,10.0
tt0092005,ur29218738,9.0
tt0758758,ur28202857,8.0
tt0758758,ur29218738,9.0
tt0758758,ur11031529,10.0
tt0032138,ur50520421,10.0
tt0758758,ur111226317,10.0
tt0070047,ur29218738,9.0
tt0070047,ur80918438,8.0
tt0070047,ur58133658,10.0
tt1028532,ur27083426,6.0
tt0107048,ur8012707,10.0
tt0107048,ur29218738,3.0
tt0032976,ur20678413,10.0
tt0476735,ur15777810,10.0
tt0032976,ur62701554,10.0
tt4016934,ur30816773,10.0
tt0025316,ur0521769,10.0
tt4016934,ur22914102,10.0
tt0025316,ur5035536,9.0
tt0025316,ur22850733,10.0
tt0053198,ur92357361,8.0
tt13345606,ur1731213,10.0
tt13345606,ur0144641,7.0
tt13345606,ur55021416,9.0
tt13345606,ur67360884,8.0
tt6718170,ur40839904,10.0
tt6718170,ur11719161,10.0
tt6718170,ur67360884,10.0
tt4873118,ur2011341,9.0
tt16419074,ur99064099,7.0
tt11358390,ur107087554,6.0
tt1288558,ur148241274,9.0
tt12193804,ur56998392,8.0
tt3679040,ur99064099,9.0
tt12193804,ur141743812,7.0
tt12193804,ur99064099,8.0
tt13560574,ur97717038,9.0
tt10954984,ur92357361,10.0
tt13560574,ur8403804,8.0
tt10954984,ur41000769,1.0
tt10954984,ur5035536,6.0
tt13833688,ur99064099,6.0
tt10640346,ur156820301,9.0
tt7405458,ur19493067,7.0
tt7405458,ur5035536,3.0
tt7888964,ur57867801,8.0
tt14687418,ur65170516,6.0
tt10365998,ur27430476,7.0
tt10365998,ur55021416,8.0
tt10365998,ur46581731,10.0
tt0108255,ur65170516,7.0
tt0108255,ur99064099,10.0
tt10365998,ur101561500,9.0
tt0108255,ur65170516,8.0
tt0094964,ur133230049,10.0
tt19623240,ur107087554,7.0
tt19623240,ur5035536,7.0
tt1160419,ur16438374,6.0
tt19623240,ur5035536,5.0
tt11291274,ur80918438,8.0
tt8760708,ur0021902,9.0
tt1758810,ur20699438,1.0
tt17219484,ur5035536,5.0
tt12758486,ur58415663,4.0
tt17219484,ur99064099,6.0
tt2015381,ur29103922,8.0
tt0117571,ur2735813,1.0
tt0106364,ur1530907,10.0
tt0106364,ur1111192,7.0
tt0106364,ur0562732,9.0
tt0106364,ur13977076,9.0
tt0106364,ur29500838,10.0
tt0106364,ur5788055,8.0
tt0106364,ur2860723,6.0
tt0106364,ur36494160,8.0
tt0106364,ur27175177,8.0
tt0106364,ur23577930,8.0
tt0106364,ur55157303,7.0
tt0106364,ur54063771,5.0
tt0158983,ur0892646,10.0
tt0158983,ur1530907,10.0
tt0158983,ur1111192,7.0
tt0158983,ur0562732,9.0
tt0158983,ur29500838,10.0
tt0158983,ur2860723,6.0
tt0158983,ur36494160,8.0
tt0158983,ur27175177,8.0
tt0158983,ur55157303,7.0
tt0158983,ur54063771,5.0
tt0107692,ur20552756,10.0
tt0107692,ur0892646,10.0
tt0107692,ur0453068,10.0
tt0107692,ur1530907,10.0
tt0107692,ur1111192,7.0
tt0107692,ur0562732,9.0
tt0107692,ur13977076,9.0
tt0107692,ur29500838,10.0
tt0107692,ur5788055,8.0
tt0107692,ur2860723,6.0
tt0107692,ur36494160,8.0
tt0107692,ur27175177,8.0
tt0107692,ur23577930,8.0
tt0107692,ur55157303,7.0
tt0107692,ur54063771,5.0
tt0327597,ur54063771,5.0
tt0327597,ur20552756,10.0
tt0327597,ur0892646,10.0
tt0327597,ur0453068,10.0
tt0327597,ur1530907,10.0
tt0327597,ur1111192,7.0
tt0327597,ur0562732,9.0
tt0327597,ur13977076,9.0
tt0327597,ur29500838,10.0
tt0327597,ur5788055,8.0
tt0327597,ur2860723,6.0
tt0327597,ur36494160,8.0
tt0327597,ur27175177,8.0
tt0327597,ur23577930,8.0
tt0327597,ur55157303,7.0
tt0096438,ur4888011,10.0
tt0096438,ur2898520,8.0
tt0096438,ur2467618,9.0
tt0096438,ur20552756,8.0
tt0096438,ur6981752,9.0
tt0096438,ur48675674,8.0
tt0096438,ur20327151,7.0
tt0096438,ur0453068,10.0
tt0096438,ur3914439,6.0
tt0096438,ur0609951,8.0
tt0096438,ur26820801,8.0
tt0096438,ur67902729,8.0
tt0096438,ur25312605,8.0
tt0096438,ur83822756,10.0
tt0096438,ur89493617,7.0
tt0096438,ur32106619,8.0
tt0096438,ur4248714,5.0
tt0096438,ur2263198,6.0
tt0096438,ur5788055,8.0
tt0096438,ur19752191,7.0
tt0096438,ur99784917,7.0
tt0096438,ur70682706,7.0
tt0096438,ur111092901,8.0
tt0096438,ur78948186,9.0
tt0158983,ur3079504,8.0
tt0158983,ur0491610,9.0
tt0158983,ur20552756,10.0
tt0158983,ur0453068,10.0
tt0158983,ur0305809,6.0
tt0158983,ur0391152,6.0
tt0158983,ur2898520,5.0
tt0158983,ur22793030,8.0
tt0158983,ur0011762,10.0
tt0158983,ur3146136,10.0
tt0158983,ur2467618,6.0
tt0158983,ur26266323,6.0
tt0158983,ur13977076,9.0
tt0158983,ur13538926,9.0
tt0158983,ur30163554,8.0
tt0158983,ur3501803,8.0
tt0158983,ur68929107,3.0
tt0158983,ur26820801,7.0
tt0158983,ur3967726,8.0
tt0158983,ur0547823,9.0
tt0158983,ur5788055,9.0
tt0158983,ur1355003,7.0
tt0158983,ur26226712,8.0
tt0158983,ur5232724,7.0
tt0158983,ur130195767,9.0
tt0158983,ur65630430,8.0
tt0158983,ur0011762,9.0
tt0158983,ur5358902,9.0
tt0158983,ur20552756,9.0
tt0158983,ur13977076,10.0
tt0158983,ur34049683,8.0
tt0158983,ur26591649,9.0
tt0158983,ur3146136,9.0
tt0158983,ur0453068,6.0
tt0158983,ur3914439,6.0
tt0158983,ur2898520,7.0
tt0158983,ur13538926,10.0
tt0158983,ur0317399,10.0
tt0158983,ur30163554,9.0
tt0158983,ur3501803,7.0
tt0158983,ur66601046,10.0
tt0158983,ur26266323,7.0
tt0158983,ur0635312,7.0
tt0158983,ur23577930,8.0
tt0158983,ur5788055,8.0
tt0158983,ur5424352,10.0
tt0158983,ur26820801,8.0
tt0158983,ur107065132,7.0
tt2013293,ur8503729,9.0
tt2013293,ur24085266,10.0
tt2013293,ur8766134,8.0
tt2013293,ur0453068,9.0
tt2013293,ur1364019,8.0
tt2013293,ur33734362,8.0
tt2013293,ur13538926,9.0
tt2013293,ur20552756,9.0
tt2013293,ur123364108,5.0
tt2013293,ur66601046,9.0
tt2013293,ur13995491,9.0
tt2013293,ur1896124,7.0
tt2013293,ur9927546,6.0
tt2013293,ur1994077,9.0
tt2013293,ur0102816,10.0
tt2013293,ur6201371,8.0
tt2013293,ur63469855,8.0
tt2013293,ur20916867,10.0
tt2013293,ur4248714,8.0
tt2013293,ur131783850,8.0
tt2013293,ur1964495,9.0
tt2013293,ur26820801,8.0
tt2013293,ur1293485,8.0
tt2013293,ur22761455,8.0
tt2013293,ur1888886,4.0
tt2013293,ur111092901,8.0
tt2013293,ur14207038,10.0
tt2013293,ur3146136,6.0
tt2013293,ur2498078,10.0
tt2013293,ur79460801,2.0
tt2013293,ur49417836,9.0
tt2013293,ur0482513,4.0
tt2013293,ur22654354,4.0
tt2013293,ur105506099,4.0
tt2013293,ur78948186,10.0
tt2013293,ur28159509,7.0
tt2013293,ur4405474,8.0
tt2013293,ur5788055,7.0
tt2013293,ur110212703,10.0
tt2013293,ur135925400,1.0
tt2013293,ur29565770,7.0
tt2013293,ur106007927,9.0
tt2013293,ur132395489,8.0
tt2013293,ur90868255,6.0
tt2013293,ur81864032,9.0
tt2013293,ur108874341,8.0
tt2013293,ur97776443,9.0
tt2013293,ur13674288,8.0
tt4302938,ur0317399,10.0
tt4302938,ur3079504,9.0
tt4302938,ur5876717,7.0
tt4302938,ur13977076,9.0
tt4302938,ur20552756,10.0
tt4302938,ur54063771,5.0
tt4302938,ur2898520,7.0
tt4302938,ur0391152,7.0
tt4302938,ur0375636,8.0
tt4302938,ur13538926,8.0
tt4302938,ur26226712,9.0
tt4302938,ur5232724,8.0
tt4302938,ur0892646,10.0
tt4302938,ur2171244,8.0
tt4302938,ur68929107,7.0
tt4302938,ur5424352,10.0
tt4302938,ur0972645,8.0
tt4302938,ur14440242,9.0
tt4302938,ur5788055,7.0
tt4302938,ur67902729,8.0
tt4302938,ur94289145,8.0
tt4302938,ur3225430,7.0
tt4302938,ur9426311,8.0
tt4302938,ur3146136,7.0
tt4302938,ur85351024,9.0
tt4302938,ur10348311,7.0
tt4302938,ur24899688,8.0
tt4302938,ur22793030,8.0
tt4302938,ur1234929,7.0
tt4302938,ur79460801,7.0
tt4302938,ur25845421,10.0
tt4302938,ur26266323,8.0
tt4302938,ur135543109,6.0
tt4302938,ur3914439,6.0
tt4302938,ur26820801,7.0
tt4302938,ur98906416,7.0
tt4302938,ur30163554,6.0
tt4302938,ur34435688,9.0
tt4302938,ur41485753,7.0
tt4302938,ur0001220,8.0
tt4302938,ur152587525,7.0
tt4302938,ur3610419,7.0
tt4302938,ur102605581,8.0
tt4302938,ur64686964,7.0
tt4302938,ur2467618,8.0
tt4302938,ur13538926,10.0
tt4302938,ur4445210,10.0
tt4302938,ur2488512,8.0
tt4302938,ur20552756,9.0
tt4302938,ur70682706,8.0
tt4302938,ur44112735,10.0
tt4302938,ur0225436,5.0
tt4302938,ur13977076,10.0
tt4302938,ur2898520,8.0
tt4302938,ur48282208,4.0
tt4302938,ur11228318,6.0
tt4302938,ur4234119,8.0
tt4302938,ur2707735,8.0
tt4302938,ur4248714,7.0
tt4302938,ur0937743,10.0
tt4302938,ur3079504,5.0
tt4302938,ur17825945,10.0
tt4302938,ur0945066,9.0
tt4302938,ur1406466,9.0
tt4302938,ur17646017,9.0
tt4302938,ur1888886,8.0
tt4302938,ur5788055,9.0
tt4302938,ur105954145,10.0
tt4302938,ur102601261,9.0
tt4302938,ur58619720,7.0
tt4302938,ur18723110,10.0
tt4302938,ur8766134,8.0
tt4302938,ur106007927,10.0
tt4302938,ur57284019,8.0
tt4302938,ur81864032,9.0
tt4302938,ur7813355,7.0
tt4302938,ur0391152,10.0
tt4302938,ur85976313,8.0
tt4302938,ur78948186,10.0
tt4302938,ur34756529,8.0
tt4302938,ur16488747,9.0
tt4302938,ur91189245,10.0
tt4302938,ur139621299,10.0
tt4302938,ur143796475,10.0
tt4302938,ur5876717,8.0
tt4302938,ur159108334,8.0
tt4302938,ur2446936,8.0
tt4302938,ur1234929,8.0
tt4302938,ur0482513,2.0
tt4302938,ur0631986,4.0
tt4302938,ur0453068,9.0
tt4302938,ur41485753,6.0
tt4302938,ur4294858,7.0
tt4302938,ur4532636,8.0
tt0032455,ur0543054,9.0
tt0032455,ur8334868,7.0
tt0032455,ur4888011,10.0
tt0032455,ur3670492,7.0
tt0032455,ur26820801,9.0
tt0032455,ur3967726,8.0
tt0032455,ur15298231,7.0
tt0032455,ur11423174,5.0
tt0032455,ur22171966,8.0
tt0032455,ur6201371,6.0
tt0032455,ur0375636,8.0
tt0032455,ur2263198,5.0
tt0032455,ur64264987,8.0
tt0032455,ur23055365,8.0
tt0032455,ur0972645,8.0
tt0032455,ur25790270,5.0
tt0032455,ur58781741,9.0
tt0032455,ur134783880,10.0
tt0032455,ur2496397,8.0
tt0032455,ur98906416,7.0
tt0032455,ur33162918,8.0
tt0032455,ur2115026,10.0
tt0032455,ur22761455,9.0
tt0032455,ur111092901,9.0
tt0032455,ur50306943,7.0
tt0032455,ur118439842,7.0
tt0032455,ur11215533,10.0
tt0032455,ur96996693,9.0
tt0032455,ur14630819,7.0
tt0032455,ur21821220,8.0
tt0032455,ur11597946,7.0
tt0032455,ur1471623,9.0
tt0032455,ur102296684,8.0
tt0032455,ur24899688,7.0
tt0032455,ur53150945,8.0
tt0032455,ur17029428,6.0
tt0032455,ur61096584,9.0
tt0032455,ur2898980,7.0
tt0032455,ur96762914,7.0
tt0032455,ur26465371,6.0
tt0032455,ur20531137,7.0
tt0032455,ur25362190,10.0
tt0032455,ur0812631,7.0
tt0032455,ur21278766,8.0
tt0032455,ur139178891,6.0
tt0032455,ur14440242,10.0
tt0032455,ur2467618,9.0
tt0032455,ur4234119,10.0
tt0032455,ur0453068,10.0
tt0032455,ur0391152,9.0
tt0032455,ur13977076,10.0
tt0032455,ur28071275,10.0
tt0032455,ur6136793,10.0
tt0032455,ur3146136,9.0
tt0032455,ur23577930,10.0
tt0032455,ur25497641,5.0
tt0032455,ur104889023,8.0
tt0032455,ur2898520,8.0
tt0032455,ur0583640,10.0
tt0032455,ur0011762,8.0
tt0032455,ur4248714,5.0
tt0032455,ur0482513,6.0
tt0032455,ur5788055,8.0
tt0032455,ur59627333,8.0
tt0032455,ur67902729,8.0
tt0032455,ur17571044,8.0
tt0032455,ur26266323,8.0
tt0032455,ur0892646,10.0
tt0032455,ur70682706,8.0
tt0032455,ur20552756,9.0
tt0032455,ur18374284,8.0
tt0032455,ur85351024,8.0
tt0032455,ur65630430,8.0
tt0032455,ur28145373,9.0
tt0032455,ur128569426,8.0
tt0032455,ur55532299,7.0
tt0032455,ur62280069,10.0
tt0032455,ur15977902,7.0
tt0032455,ur66601046,9.0
tt0032455,ur20327151,9.0
tt0032455,ur30163554,8.0
tt0032455,ur89493617,8.0
tt0032455,ur6201371,7.0
tt0032455,ur53732923,10.0
tt0032455,ur0305809,8.0
tt0032455,ur5876717,7.0
tt0032455,ur7813355,7.0
tt0032455,ur111092901,8.0
tt0032455,ur50306943,6.0
tt0032455,ur1046460,7.0
tt0032455,ur53150945,5.0
tt0032455,ur130195767,8.0
tt0032455,ur16488747,8.0
tt0032455,ur113599398,7.0
tt0032455,ur68929107,6.0
tt0032455,ur40795830,8.0
tt0032455,ur44841124,7.0
tt0032455,ur114479610,9.0
tt0032455,ur20552756,10.0
tt0104652,ur2843647,10.0
tt0104652,ur115227177,9.0
tt0104652,ur2263198,9.0
tt0104652,ur7826013,9.0
tt0104652,ur3225430,10.0
tt0104652,ur0463200,10.0
tt0104652,ur102296684,8.0
tt0104652,ur23566468,10.0
tt0104652,ur118977607,9.0
tt0104652,ur15148330,9.0
tt0104652,ur8503729,6.0
tt0104652,ur30163554,8.0
tt0104652,ur68881398,10.0
tt0104652,ur102601261,8.0
tt0104652,ur68929107,8.0
tt0104652,ur1293485,8.0
tt0104652,ur0317399,8.0
tt0104652,ur15298231,7.0
tt0104652,ur53053227,9.0
tt0104652,ur67902729,8.0
tt0104652,ur1994077,5.0
tt0104652,ur132809519,8.0
tt0104652,ur105954145,10.0
tt0104652,ur11423174,9.0
tt0104652,ur53150945,8.0
tt0104652,ur97776443,8.0
tt0104652,ur22654354,9.0
tt0104652,ur1048771,8.0
tt0104652,ur2093818,7.0
tt0104652,ur104889023,8.0
tt0104652,ur114689103,9.0
tt0104652,ur2366009,7.0
tt0104652,ur0855231,6.0
tt0104652,ur13566917,8.0
tt0104652,ur5268350,8.0
tt0104652,ur8766134,7.0
tt0104652,ur19278556,9.0
tt0104652,ur0449021,7.0
tt0104652,ur2626332,6.0
tt0104652,ur2115026,5.0
tt0104652,ur13538926,6.0
tt0104652,ur15977902,6.0
tt0104652,ur23359813,6.0
tt0104652,ur26266323,6.0
tt0104652,ur0543054,9.0
tt0104652,ur96996693,6.0
tt0104652,ur26591649,8.0
tt0104652,ur96996693,9.0
tt0104652,ur2366009,2.0
tt0104652,ur1234929,7.0
tt0104652,ur17029428,8.0
tt0104652,ur8462477,5.0
tt0104652,ur1697212,6.0
tt0104652,ur4569900,5.0
